category,text,transformed_text
0,"I shall book chez jules for half eight, if that's ok with you?",shall book chez jules half eight ok
0,Heehee that was so funny tho,heehee funny tho
0,Yo sorry was in the shower sup,yo sorry shower sup
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free 150pm dont miss
0,I will take care of financial problem.i will help:),take care financial help
0,Welp apparently he retired,welp apparently retired
1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja inviting friend reply see stop send stop frnd 62468
0,Really dun bluff me leh... U sleep early too. Nite...,really dun bluff leh u sleep early nite
0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place cooking picking vegetables went 2 post office went 2 play went 2 marriage police arrested murderer immediately reply reason u r brilliant
0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe saw came online second disappeared happened
0,K..k..i'm also fine:)when will you complete the course?,k k also fine complete course
0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe said 2 hours almost 4 internet
0,Okie...,okie
0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,oh thats late well good night give u call tomorrow iam going go sleep night night
0,aathi..where are you dear..,aathi dear
0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,plz tell ans bslvyl sent via
0,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,yuou working getting pc mom find spot would work need
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),piss talking someone realise u point read backwards
0,I'm glad. You are following your dreams.,glad following dreams
1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja inviting friend reply see stop send stop frnd 62468
0,No dear i was sleeping :-P,dear sleeping
0,Thinking of u ;) x,thinking u x
0,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,hiya stu wot u much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request alaipayuthe set callertune callers press 9 copy friends callertune
0,Good Morning plz call me sir,good morning plz call sir
0,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",actually nvm got hella cash still lt gt ish
0,Genius what's up. How your brother. Pls send his number to my skype.,genius brother pls send number skype
0,K..k:)where are you?how did you performed?,k k performed
0,"It'll be tough, but I'll do what I have to",tough
0,"K I'm leaving soon, be there a little after 9",k leaving soon little 9
0,Ooooooh I forgot to tell u I can get on yoville on my phone,ooooooh forgot tell u get yoville phone
0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
0,We can make a baby in yo tho,make baby yo tho
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile txtauction txt word start get 4t
0,I'm working technical support :)voice process.networking field.,working technical support voice field
0,I'm freezing and craving ice. Fml,freezing craving ice fml
1,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,donate unicef asian tsunami disaster support fund texting donate 864233 added next bill
0,U sure u can't take any sick time?,u sure u ca take sick time
0,R ü going 4 today's meeting?,r ü going 4 today meeting
0,I'm not coming home 4 dinner.,coming home 4 dinner
0,I think u have the wrong number.,think u wrong number
1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",today offer claim ur worth discount vouchers text yes 85023 savamob member offers mobile cs 08717898035 sub 16 unsub reply x
0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,probably money worries things coming due several outstanding invoices work two three months ago
0,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,sent wife text buy tell relax go get wkend
0,"I'm in solihull, | do you want anything?",solihull want anything
1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsg feelin kinda lnly hope u like 2 keep company jst got cam moby wan na c pic txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
0,You are gorgeous! keep those pix cumming :) thank you!,gorgeous keep pix cumming thank
0,University of southern california.,university southern california
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent trying contact last weekends draw shows prize guaranteed call claim code s89 valid 12hrs
1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private 2003 account statement 07808 xxxxxx shows 800 points call 08719899217 identifier code 41685 expires
0,Oh k :)why you got job then whats up?,oh k got job whats
0,Hope youre not having too much fun without me!! see u tomorrow love jess x,hope much fun without see u tomorrow love jess x
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pics gettin shagged text pix 8552 2end send stop 8552 sam xxx
0,My uncles in Atlanta. Wish you guys a great semester.,uncles atlanta wish guys great semester
0,"Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesome might need take doin tonight
0,I think chennai well settled?,think chennai well settled
0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,told dr appt next week thinks gon na die told check nothing worried listen
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend 4u
0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy still passed last night get ahold anybody let know throw
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur currently 500 pounds maximize ur send go 86688 cc 08718720201 po box
0,"Hey , is * rite u put »10 evey mnth is that all?",hey rite u put 10 evey mnth
0,What your plan for pongal?,plan pongal
0,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,lol really need remember eat drinking appreciate keeping company night babe smiles
0,Are you staying in town ?,staying town
0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning
0,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,oh fuck juswoke bed boatin docks slept wid 25 year old spinout giv u da gossip l8r xxx
1,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,double mins txts orange price linerental motorola sonyericsson free call mobileupd8 08000839402
0,U too...,u
0,Apps class varaya elaya.,apps class varaya elaya
0,Haha i think i did too,haha think
0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",wonderful okors great month cherish guys wish well day mojibiola
0,Yup having my lunch buffet now.. U eat already?,yup lunch buffet u eat already
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request alaipayuthe set callertune callers press 9 copy friends callertune
0,Ok...,ok
0,I have gone into get info bt dont know what to do,gone get info bt dont know
0,No i am not having not any movies in my laptop,movies laptop
0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup still coffee wif frens fren drove give lift
0,S but mostly not like that.,mostly like
0,4 oclock at mine. Just to bash out a flat plan.,4 oclock mine bash flat plan
0,So ü pay first lar... Then when is da stock comin...,ü pay first lar da stock comin
0,I dont know why she.s not getting your messages,dont know getting messages
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
0,Fine if thats the way u feel. Thats the way its gota b,fine way u feel way gota b
0,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,c movie juz last minute decision mah juz watch 2 lar tot ü interested
0,At 4. Let's go to bill millers,let go bill millers
0,Another month. I need chocolate weed and alcohol.,another month need chocolate weed alcohol
0,So that means you still think of teju,means still think teju
0,Hai priya are you right. What doctor said pa. Where are you.,hai priya right doctor said
0,"That's fine, have him give me a call if he knows what he wants or has any questions",fine give call knows wants questions
0,No shoot me. I'm in the docs waiting room. :/,shoot docs waiting room
0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,wake since checked stuff saw true available spaces pls call embassy send mail
0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",feel like dick keep sleeping texts facebook messages sup town
0,What should i eat fo lunch senor,eat fo lunch senor
0,"Come to me right now, Ahmad",come right ahmad
0,Pls speak with me. I wont ask anything other then you friendship.,pls speak wont ask anything friendship
0,"Hi Chikku, send some nice msgs",hi chikku send nice msgs
0,But i have to. I like to have love and arrange.,like love arrange
0,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",hey babe far 2 2 spk da mo dead 2 da wrld sleeping da sofa day cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x
0,Well thats nice. Too bad i cant eat it,well thats nice bad cant eat
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well confuses things doesnt thought friends maybe wrong thing already sort invited may come cos money
0,So wat's da decision?,wat da decision
1,Money i have won wining number 946 wot do i do next,money wining number 946 wot next
0,The wine is flowing and i'm i have nevering..,wine flowing nevering
0,... Are you in the pub?,pub
0,Horrible bf... I now v hungry...,horrible bf v hungry
0,Just finished eating. Got u a plate. NOT leftovers this time.,finished eating got u plate leftovers time
0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solved opened email sent another batch sweetie
0,Hurry home. Soup is DONE!,hurry home soup done
0,"Just looked it up and addie goes back Monday, sucks to be her",looked addie goes back monday sucks
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credits topped http renewal pin tgxxrz
0,Will ü b going to esplanade fr home?,ü b going esplanade fr home
0,Tell dear what happen to you. Why you talking to me like an alian,tell dear happen talking like alian
0,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
0,Gam gone after outstanding innings.,gam gone outstanding innings
0,Convey my regards to him,convey regards
1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
0,Nothing spl..wat abt u and whr ru?,nothing spl wat abt u whr ru
0,No. Yes please. Been swimming?,yes please swimming
0,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,thk ü got ta go home urself cos b going shopping 4 frens present
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annoncement new years delivery waiting please call 07046744435 arrange delivery
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,rcv msgs chat svc free hardcore services text go 69988 u get nothing u must age verify yr network try
1,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win week weekly quiz text play 85222 cs winnersclub po box 84 m26 3uz
0,Oh dang! I didn't mean o send that to you! Lol!,oh dang mean send lol
0,No pic. Please re-send.,pic please
0,Jason says it's cool if we pick some up from his place in like an hour,jason says cool pick place like hour
0,Hahaha..use your brain dear,hahaha use brain dear
0,Yep. I do like the pink furniture tho.,yep like pink furniture tho
0,I accidentally brought em home in the box,accidentally brought em home box
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snickering tells x totally fucking chords speak
0,Yes..gauti and sehwag out of odi series.,yes gauti sehwag odi series
0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,supervisor find 4 one lor thk students havent ask yet tell u aft ask
0,K:)all the best:)congrats...,k best congrats
0,All will come alive.better correct any good looking figure there itself..,come correct good looking figure
0,Ok no prob... I'll come after lunch then...,ok prob come lunch
0,K I'll be sure to get up before noon and see what's what,k sure get noon see
0,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",boy late 2 home father power frndship
0,* Thought I didn't see you.,thought see
0,have * good weekend.,good weekend
0,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),really sorry wo b able 2 u find yr term going ok
0,How are you holding up?,holding
0,Probably a couple hours tops,probably couple hours tops
0,How many licks does it take to get to the center of a tootsie pop?,many licks take get center tootsie pop
0,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",well babe swollen glands throat end
1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bored speed dating try speedchat txt speedchat 80155 like em txt swap get new chatter chat80155 pobox36504w45wq rcd 16
0,Except theres a chick with huge boobs.,except theres chick huge boobs
0,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",yeah quite bit left swing tomorrow get
0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel v avent done sportsx
0,Try neva mate!!,try neva mate
0,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,mark taking forever pick prescription pain coming back
0,Convey my regards to him,convey regards
0,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",one best dialogue cute reltnship wen die dont come near body bcoz hands may come 2 wipe ur tears time gud ni8
0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji queen wishing great day abiola
0,Give one miss from that number please,give one miss number please
0,Goodmorning sleeping ga.,goodmorning sleeping ga
0,THIS IS A LONG FUCKIN SHOWR,long fuckin showr
0,K I'll be there before 4.,k 4
0,Excellent! Are you ready to moan and scream in ecstasy?,excellent ready moan scream ecstasy
0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,new years eve went party boyfriend si hey
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",2nd time tried 2 contact u 750 pound prize 2 claim easy call 08712101358 10p per min
0,Ugh my leg hurts. Musta overdid it on mon.,ugh leg hurts musta overdid mon
0,Thinkin about someone is all good. No drugs for that,thinkin someone good drugs
1,08714712388 between 10am-7pm Cost 10p,08714712388 cost 10p
0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning
0,U come n search tat vid..not finishd..,u come n search tat vid finishd
0, and  picking them up from various points,picking various points
0,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,aft finish lunch go str lor ard 3 smth lor u finish ur lunch already
0,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,really skateboarding despite fact gets thrown winds bandages shit arms every five minutes
0,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,thread wishlist section forums ppl post nitro requests start last page collect bottom
0,Cancel cheyyamo?and get some money back?,cancel cheyyamo get money back
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",forget tell want need crave love sweet arabian steed mmmmmm yummy
0,I will be outside office take all from there,outside office take
0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo lesson early still sleepin haha okie u go home liao den confirm w lor
0,Me fine..absolutly fine,fine absolutly fine
0,U studying in sch or going home? Anyway i'll b going 2 sch later.,u studying sch going home anyway b going 2 sch later
0,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,yo chad gymnastics class wan na take site says christians class full
0,Yesterday its with me only . Now am going home.,yesterday going home
0,Ok. I only ask abt e movie. U wan ktv oso?,ask abt e movie u wan ktv oso
0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,please give us connection today lt decimal gt refund bill
0,I remain unconvinced that this isn't an elaborate test of my willpower,remain unconvinced elaborate test willpower
0,In the end she might still vomit but its okay. Not everything will come out.,end might still vomit okay everything come
0,Why you Dint come with us.,dint come us
0,Howz pain?hope u r fine..,howz pain hope u r fine
0,"Damn, poor zac doesn't stand a chance",damn poor zac stand chance
0,"Sorry, I'll call later",sorry call later
0,Of course. I guess god's just got me on hold right now.,course guess god got hold right
0,Lol or I could just starve and lose a pound by the end of the day.,lol could starve lose pound end day
0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,go tell friend sure want live smokes much spend hours begging come smoke
0,"Sorry, I'll call later",sorry call later
0,"Dad wanted to talk about the apartment so I got a late start, omw now",dad wanted talk apartment got late start omw
0,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,first time history sold price india lt gt lt gt lt gt shesil lt gt
0,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers
0,Much better now thanks lol,much better thanks lol
0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin supose ok worry film stuff mate babysit call
0,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
0,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,hard believe things like say lie think twice saying anything
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",wishing family merry x mas happy new year advance
0,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,omg joanna freaking looked thru friends find photos asking stuff myspace even logged like year
0,I donno its in your genes or something,donno genes something
1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,ripped get mobile content call 08717509990 six downloads 3
0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goes like friends imma flip shit like half hour
1,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent mobile number awarded prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
1,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent trying contact last weekends draw shows prize guaranteed call claim code k52 valid 12hrs 150ppm
0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let know need anything else salad desert something many beers shall get
0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler got minor crisis home sooner thought asap
0,Okie,okie
0,Water logging in desert. Geoenvironmental implications.,water logging desert geoenvironmental implications
0,Where in abj are you serving. Are you staying with dad or alone.,abj serving staying dad alone
0,It shall be fine. I have avalarr now. Will hollalater,shall fine avalarr hollalater
0,Wish u many many returns of the day.. Happy birthday vikky..,wish u many many returns day happy birthday vikky
0,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,edrunk sorry iff pthis makes dancce 2 drum n basq ihave fun 2nhite x ros xxxxxxx
0,Ok try to do week end course in coimbatore.,ok try week end course coimbatore
0,U should have made an appointment,u made appointment
0,Do you want bold 2 or bb torch,want bold 2 bb torch
1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",urgent 09066649731from landline complimentary 4 ibiza holiday cash await collection sae cs po box 434 sk3 8wp 150ppm
0,Is there any training tomorrow?,training tomorrow
0,I absolutely LOVE South Park! I only recently started watching the office.,absolutely love south park recently started watching office
0,O i played smash bros  &lt;#&gt;  religiously.,played smash bros lt gt religiously
0,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ugh ca u apologize admit u wrong ask take u back
0,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",hmmm imagine come home rub feet make dinner help get ready date sure ready kind life
0,No..but heard abt tat..,heard abt tat
0,Thats cool. How was your day?,thats cool day
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull plan go floating ikea without care world live mess another day
0,Is there coming friday is leave for pongal?do you get any news from your work place.,coming friday leave pongal get news work place
1,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today day ready horny live town love sex fun games netcollex ltd 08700621170150p per msg reply stop end
1,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,winner valued network customer selected receivea prize reward claim call claim code kl341 valid 12 hours
0,I'm hungry buy smth home...,hungry buy smth home
0,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,u gd lor go shopping got stuff u wan 2 watch infernal affairs come lar
1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go2
0,Your daily text from me – a favour this time,daily text favour time
0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl
0,Then ur physics get a-?,ur physics get
0,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk 2 u sn lots lovejen xxx
0,Where do you need to go to get it?,need go get
0,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,hello beautiful r u ok kinda ad row wiv walked pub wanted night wiv u miss u
0,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send lt decimal gt ok
0,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,agree stop thinkin ipad please ask macho question
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay shining meant signing sounds better
0,And how's your husband.,husband
0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif sis lor aft bathing dog bathe looks like going 2 rain soon
0,Thanks for ve lovely wisheds. You rock,thanks lovely wisheds rock
0,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,done internet connection v slow send try later first thing tomo
0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turns friends staying whole show wo back til lt gt feel free go ahead smoke lt gt worth
0,Thanks  and ! Or bomb and date as my phone wanted to say! ,thanks bomb date phone wanted say
0,Today my system sh get ready.all is well and i am also in the deep well,today system sh get well also deep well
0,No that just means you have a fat head,means fat head
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates pobox 36504 w45wq
0,WOT U UP 2 J?,wot u 2 j
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg replied text randy sexy female live local luv hear netcollex ltd 08700621170150p per msg reply stop end
1,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user 0789xxxxxxx today lucky day 2find log onto http fantastic surprise awaiting
0,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",stop wondering wow ever going stop tm whenever want mine laughs
0,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,hey sathya till dint meet even single time saw situation sathya
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",500 new mobiles 2004 must go txt nokia 89545 collect today 2optout txtauction
0,I've reached home n i bathe liao... U can call me now...,reached home n bathe liao u call
0,Nothing. Can...,nothing
0,And he's apparently bffs with carly quick now,apparently bffs carly quick
0,Reverse is cheating. That is not mathematics.,reverse cheating mathematics
0,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",problem walk around julianaland oblivious going around say things constantly go one ear go whatever want know upset listen tell going upset want surprised mad
1,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgent mobile number awarded ukp 2000 prize guaranteed call 09061790125 landline claim valid 12hrs 150ppm
